datetime,day_o_week,time_in_trade,imp_wick,long,short,buy_open,buy_close,sell_open,sell_close,pnl,pnl_ac,cr,cr_ac,pnl_plus,cr_plus
2024-07-31 02:20:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:25:00,2,1,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:30:00,2,2,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:35:00,2,3,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:40:00,2,4,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:45:00,2,5,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:50:00,2,6,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 02:55:00,2,7,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:00:00,2,8,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:05:00,2,9,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:10:00,2,10,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:15:00,2,11,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:20:00,2,12,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:25:00,2,13,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:30:00,2,14,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:35:00,2,15,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:40:00,2,16,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:45:00,2,17,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:50:00,2,18,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 03:55:00,2,19,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 04:00:00,2,20,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 04:05:00,2,21,0.0,29.92667963489451,0.0,3345.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2024-07-31 04:10:00,2,0,0.0,0.0,0.0,3345.0,3342.0,0.0,0.0,-0.0008968609865470852,-0.0014168609865470852,0.9991031390134529,0.998583139013453,-0.001414853491491886,0.9985851465085082
2024-07-31 04:15:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:20:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:25:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:30:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:35:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:40:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:45:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:50:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 04:55:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:05:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:10:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:15:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:20:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:25:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:30:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:35:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:40:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
2024-07-31 05:45:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991031390134529,0.998583139013453,0.0,0.9985851465085082
